species,functional,program,energy_hartree,wall_time_seconds,gpu_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
30-P1,esen-sm-conserving-all-omol,ASE,-117.230837496662,,0.03949682,,,,True,structures/reference/30-P1.xyz
30-R1,esen-sm-conserving-all-omol,ASE,-117.875457336334,,0.03687077,,,,True,structures/reference/30-R1.xyz
30-TS,esen-sm-conserving-all-omol,ASE,-666.415594813702,,0.03540600,,,,True,structures/reference/30-TS.xyz
31-P1,esen-sm-conserving-all-omol,ASE,-754.138480259525,,0.03620639,,,,True,structures/reference/31-P1.xyz
31-R1,esen-sm-conserving-all-omol,ASE,-754.113895277525,,0.03596593,,,,True,structures/reference/31-R1.xyz
31-TS,esen-sm-conserving-all-omol,ASE,-754.108132729031,,0.03571374,,,,True,structures/reference/31-TS.xyz
32-P1,esen-sm-conserving-all-omol,ASE,-562.377264667417,,0.03592435,,,,True,structures/reference/32-P1.xyz
32-R1,esen-sm-conserving-all-omol,ASE,-562.363195958961,,0.03497995,,,,True,structures/reference/32-R1.xyz
32-TS,esen-sm-conserving-all-omol,ASE,-562.352186394757,,0.03545175,,,,True,structures/reference/32-TS.xyz
33-P1,esen-sm-conserving-all-omol,ASE,-679.068304005722,,0.03729943,,,,True,structures/reference/33-P1.xyz
33-R1,esen-sm-conserving-all-omol,ASE,-679.055714747045,,0.03592286,,,,True,structures/reference/33-R1.xyz
33-TS,esen-sm-conserving-all-omol,ASE,-679.043890865040,,0.03574281,,,,True,structures/reference/33-TS.xyz
34-P1,esen-sm-conserving-all-omol,ASE,-1139.893668927840,,0.03468930,,,,True,structures/reference/34-P1.xyz
34-R1,esen-sm-conserving-all-omol,ASE,-1139.880705393783,,0.03556686,,,,True,structures/reference/34-R1.xyz
34-TS,esen-sm-conserving-all-omol,ASE,-1139.869633930103,,0.03581088,,,,True,structures/reference/34-TS.xyz
35-P1,esen-sm-conserving-all-omol,ASE,-3253.716664867549,,0.03541741,,,,True,structures/reference/35-P1.xyz
35-R1,esen-sm-conserving-all-omol,ASE,-3253.701279497775,,0.03731745,,,,True,structures/reference/35-R1.xyz
35-TS,esen-sm-conserving-all-omol,ASE,-3253.691466051002,,0.03625766,,,,True,structures/reference/35-TS.xyz
36-P1,esen-sm-conserving-all-omol,ASE,-1074.906092218861,,0.03584424,,,,True,structures/reference/36-P1.xyz
36-R1,esen-sm-conserving-all-omol,ASE,-1074.878012615965,,0.03514870,,,,True,structures/reference/36-R1.xyz
36-TS,esen-sm-conserving-all-omol,ASE,-1074.872855490484,,0.03588479,,,,True,structures/reference/36-TS.xyz
37-P1,esen-sm-conserving-all-omol,ASE,-751.940764186253,,0.03550092,,,,True,structures/reference/37-P1.xyz
37-R1,esen-sm-conserving-all-omol,ASE,-751.917503062093,,0.03594115,,,,True,structures/reference/37-R1.xyz
37-TS,esen-sm-conserving-all-omol,ASE,-751.906881109413,,0.03809815,,,,True,structures/reference/37-TS.xyz
38-P1,esen-sm-conserving-all-omol,ASE,-348.291953879254,,0.03669256,,,,True,structures/reference/38-P1.xyz
38-P2,esen-sm-conserving-all-omol,ASE,-460.126132814017,,0.00098555,,,,True,structures/reference/38-P2.xyz
38-R1,esen-sm-conserving-all-omol,ASE,-808.435640830773,,0.03553713,,,,True,structures/reference/38-R1.xyz
38-TS,esen-sm-conserving-all-omol,ASE,-808.421744332233,,0.03532987,,,,True,structures/reference/38-TS.xyz
39-P2,esen-sm-conserving-all-omol,ASE,-2573.968461835595,,0.00087357,,,,True,structures/reference/39-P2.xyz
39-R1,esen-sm-conserving-all-omol,ASE,-2922.259462086890,,0.03588264,,,,True,structures/reference/39-R1.xyz
39-TS,esen-sm-conserving-all-omol,ASE,-2922.255360246359,,0.03624888,,,,True,structures/reference/39-TS.xyz
4-P1,esen-sm-conserving-all-omol,ASE,-834.257956576427,,0.03722313,,,,True,structures/reference/4-P1.xyz
4-TS,esen-sm-conserving-all-omol,ASE,-834.204299794599,,0.03585708,,,,True,structures/reference/4-TS.xyz
40-P1,esen-sm-conserving-all-omol,ASE,-462.818003920433,,0.03605242,,,,True,structures/reference/40-P1.xyz
40-R1,esen-sm-conserving-all-omol,ASE,-922.967027402620,,0.03549499,,,,True,structures/reference/40-R1.xyz
40-TS,esen-sm-conserving-all-omol,ASE,-922.953754826401,,0.03453201,,,,True,structures/reference/40-TS.xyz
41-P1,esen-sm-conserving-all-omol,ASE,-822.706641290416,,0.03619566,,,,True,structures/reference/41-P1.xyz
41-R1,esen-sm-conserving-all-omol,ASE,-1282.856942027239,,0.03579073,,,,True,structures/reference/41-R1.xyz
41-TS,esen-sm-conserving-all-omol,ASE,-1282.847529495923,,0.03541519,,,,True,structures/reference/41-TS.xyz
42-P1,esen-sm-conserving-all-omol,ASE,-509.382132666259,,0.03674215,,,,True,structures/reference/42-P1.xyz
42-R1,esen-sm-conserving-all-omol,ASE,-430.784169242556,,0.03613346,,,,True,structures/reference/42-R1.xyz
42-TS,esen-sm-conserving-all-omol,ASE,-509.330975964874,,0.03489580,,,,True,structures/reference/42-TS.xyz
43-P1,esen-sm-conserving-all-omol,ASE,-304.718017657028,,0.03585955,,,,True,structures/reference/43-P1.xyz
43-R1,esen-sm-conserving-all-omol,ASE,-304.686188141416,,0.03539088,,,,True,structures/reference/43-R1.xyz
43-TS,esen-sm-conserving-all-omol,ASE,-304.667368254362,,0.03633284,,,,True,structures/reference/43-TS.xyz
44-P1,esen-sm-conserving-all-omol,ASE,-109.552596342135,,0.03398204,,,,True,structures/reference/44-P1.xyz
44-P2,esen-sm-conserving-all-omol,ASE,-195.188752794859,,0.03542432,,,,True,structures/reference/44-P2.xyz
44-TS,esen-sm-conserving-all-omol,ASE,-304.714191319316,,0.03576504,,,,True,structures/reference/44-TS.xyz
45-P1,esen-sm-conserving-all-omol,ASE,-422.623347720728,,0.03554225,,,,True,structures/reference/45-P1.xyz
45-R1,esen-sm-conserving-all-omol,ASE,-422.603699017904,,0.03602700,,,,True,structures/reference/45-R1.xyz
45-TS,esen-sm-conserving-all-omol,ASE,-422.581688230720,,0.03629608,,,,True,structures/reference/45-TS.xyz
46-P1,esen-sm-conserving-all-omol,ASE,-313.116682424164,,0.03673411,,,,True,structures/reference/46-P1.xyz
46-TS,esen-sm-conserving-all-omol,ASE,-422.623087014828,,0.03585910,,,,True,structures/reference/46-TS.xyz
47-P1,esen-sm-conserving-all-omol,ASE,-309.518943425308,,0.03652609,,,,True,structures/reference/47-P1.xyz
47-R1,esen-sm-conserving-all-omol,ASE,-419.068280762614,,0.03622053,,,,True,structures/reference/47-R1.xyz
47-TS,esen-sm-conserving-all-omol,ASE,-419.047777371606,,0.03498439,,,,True,structures/reference/47-TS.xyz
48-P1,esen-sm-conserving-all-omol,ASE,-951.527237049705,,0.03612267,,,,True,structures/reference/48-P1.xyz
48-R1,esen-sm-conserving-all-omol,ASE,-1061.039320428149,,0.03637337,,,,True,structures/reference/48-R1.xyz
48-TS,esen-sm-conserving-all-omol,ASE,-1061.033014561429,,0.03571480,,,,True,structures/reference/48-TS.xyz
49-P1,esen-sm-conserving-all-omol,ASE,-477.261642805096,,0.03623856,,,,True,structures/reference/49-P1.xyz
49-R1,esen-sm-conserving-all-omol,ASE,-586.732488187090,,0.03635954,,,,True,structures/reference/49-R1.xyz
49-TS,esen-sm-conserving-all-omol,ASE,-586.721737513201,,0.03582992,,,,True,structures/reference/49-TS.xyz
5-P1,esen-sm-conserving-all-omol,ASE,-440.101389141233,,0.03633172,,,,True,structures/reference/5-P1.xyz
5-R1,esen-sm-conserving-all-omol,ASE,-170.830938717243,,0.03600382,,,,True,structures/reference/5-R1.xyz
5-R2,esen-sm-conserving-all-omol,ASE,-269.227204894182,,0.03493393,,,,True,structures/reference/5-R2.xyz
5-TS,esen-sm-conserving-all-omol,ASE,-440.068122862734,,0.03615055,,,,True,structures/reference/5-TS.xyz
50-R1,esen-sm-conserving-all-omol,ASE,-645.014817215407,,0.03610254,,,,True,structures/reference/50-R1.xyz
50-R2,esen-sm-conserving-all-omol,ASE,-415.971764193671,,0.03571577,,,,True,structures/reference/50-R2.xyz
50-TS,esen-sm-conserving-all-omol,ASE,-1060.988101281739,,0.03679225,,,,True,structures/reference/50-TS.xyz
6-P1,esen-sm-conserving-all-omol,ASE,-440.129022934460,,0.03577443,,,,True,structures/reference/6-P1.xyz
6-TS,esen-sm-conserving-all-omol,ASE,-440.062123411650,,0.03603531,,,,True,structures/reference/6-TS.xyz
7-P1,esen-sm-conserving-all-omol,ASE,-616.019196934041,,0.03677552,,,,True,structures/reference/7-P1.xyz
7-R1,esen-sm-conserving-all-omol,ASE,-615.997595465115,,0.03672360,,,,True,structures/reference/7-R1.xyz
7-TS,esen-sm-conserving-all-omol,ASE,-615.978564659850,,0.03608015,,,,True,structures/reference/7-TS.xyz
8-P1,esen-sm-conserving-all-omol,ASE,-1115.589335050953,,0.03589192,,,,True,structures/reference/8-P1.xyz
8-R1,esen-sm-conserving-all-omol,ASE,-157.181752472865,,0.03527394,,,,True,structures/reference/8-R1.xyz
8-R2,esen-sm-conserving-all-omol,ASE,-958.351301944733,,0.03496528,,,,True,structures/reference/8-R2.xyz
8-TS,esen-sm-conserving-all-omol,ASE,-1115.531395501915,,0.03658366,,,,True,structures/reference/8-TS.xyz
9-P1,esen-sm-conserving-all-omol,ASE,-614.846454602421,,0.04902931,,,,True,structures/reference/9-P1.xyz
9-R1,esen-sm-conserving-all-omol,ASE,-614.830311011333,,0.03659475,,,,True,structures/reference/9-R1.xyz
9-TS,esen-sm-conserving-all-omol,ASE,-614.810788170407,,0.03589930,,,,True,structures/reference/9-TS.xyz
1-P1,esen-sm-direct-all-omol,ASE,-616.780502368727,,0.01392626,,,,True,structures/reference/1-P1.xyz
1-R1,esen-sm-direct-all-omol,ASE,-616.775222096558,,0.01338690,,,,True,structures/reference/1-R1.xyz
1-TS,esen-sm-direct-all-omol,ASE,-616.764685382196,,0.01303364,,,,True,structures/reference/1-TS.xyz
10-P1,esen-sm-direct-all-omol,ASE,-153.182556159919,,0.01330728,,,,True,structures/reference/10-P1.xyz
10-P2,esen-sm-direct-all-omol,ASE,-39.818454847567,,0.01311101,,,,True,structures/reference/10-P2.xyz
10-R1,esen-sm-direct-all-omol,ASE,-193.018674868952,,0.01400422,,,,True,structures/reference/10-R1.xyz
10-TS,esen-sm-direct-all-omol,ASE,-192.986101378931,,0.01334940,,,,True,structures/reference/10-TS.xyz
11-P1,esen-sm-direct-all-omol,ASE,-344.925076739643,,0.01322924,,,,True,structures/reference/11-P1.xyz
11-P2,esen-sm-direct-all-omol,ASE,-203.451997266909,,0.01271269,,,,True,structures/reference/11-P2.xyz
11-R1,esen-sm-direct-all-omol,ASE,-548.383279133027,,0.01294994,,,,True,structures/reference/11-R1.xyz
11-TS,esen-sm-direct-all-omol,ASE,-548.358046043010,,0.01297827,,,,True,structures/reference/11-TS.xyz
12-P1,esen-sm-direct-all-omol,ASE,-803.591873921380,,0.01298369,,,,True,structures/reference/12-P1.xyz
12-R1,esen-sm-direct-all-omol,ASE,-646.346041175532,,0.01295731,,,,True,structures/reference/12-R1.xyz
12-R2,esen-sm-direct-all-omol,ASE,-157.185349242283,,0.01262821,,,,True,structures/reference/12-R2.xyz
12-TS,esen-sm-direct-all-omol,ASE,-803.529000343365,,0.01289484,,,,True,structures/reference/12-TS.xyz
13-P1,esen-sm-direct-all-omol,ASE,-456.137661858445,,0.01285497,,,,True,structures/reference/13-P1.xyz
13-R2,esen-sm-direct-all-omol,ASE,-263.087237564147,,0.01278587,,,,True,structures/reference/13-R2.xyz
13-TS,esen-sm-direct-all-omol,ASE,-456.085632029084,,0.01282850,,,,True,structures/reference/13-TS.xyz
14-P1,esen-sm-direct-all-omol,ASE,-388.335783935976,,0.01288198,,,,True,structures/reference/14-P1.xyz
14-R1,esen-sm-direct-all-omol,ASE,-193.009819271431,,0.01262868,,,,True,structures/reference/14-R1.xyz
14-R2,esen-sm-direct-all-omol,ASE,-195.254122069175,,0.01266770,,,,True,structures/reference/14-R2.xyz
14-TS,esen-sm-direct-all-omol,ASE,-388.274971475870,,0.01282885,,,,True,structures/reference/14-TS.xyz
15-P1,esen-sm-direct-all-omol,ASE,-384.981861728519,,0.01270797,,,,True,structures/reference/15-P1.xyz
15-R1,esen-sm-direct-all-omol,ASE,-306.390865790417,,0.01252089,,,,True,structures/reference/15-R1.xyz
15-R2,esen-sm-direct-all-omol,ASE,-78.566543517203,,0.01258283,,,,True,structures/reference/15-R2.xyz
15-TS,esen-sm-direct-all-omol,ASE,-384.925746648758,,0.01357731,,,,True,structures/reference/15-TS.xyz
16-P1,esen-sm-direct-all-omol,ASE,-460.210313483847,,0.01371014,,,,True,structures/reference/16-P1.xyz
16-R1,esen-sm-direct-all-omol,ASE,-381.629790040808,,0.01390478,,,,True,structures/reference/16-R1.xyz
16-TS,esen-sm-direct-all-omol,ASE,-460.165531580227,,0.01362604,,,,True,structures/reference/16-TS.xyz
17-P1,esen-sm-direct-all-omol,ASE,-647.651050624150,,0.01342614,,,,True,structures/reference/17-P1.xyz
17-R2,esen-sm-direct-all-omol,ASE,-341.224693788418,,0.01290954,,,,True,structures/reference/17-R2.xyz
17-TS,esen-sm-direct-all-omol,ASE,-647.605181628463,,0.01310037,,,,True,structures/reference/17-TS.xyz
18-P1,esen-sm-direct-all-omol,ASE,-555.288105505427,,0.01295978,,,,True,structures/reference/18-P1.xyz
18-R1,esen-sm-direct-all-omol,ASE,-398.091518469025,,0.00100694,,,,True,structures/reference/18-R1.xyz
18-TS,esen-sm-direct-all-omol,ASE,-555.275766484576,,0.01309889,,,,True,structures/reference/18-TS.xyz
19-P1,esen-sm-direct-all-omol,ASE,-554.058161560408,,0.01300541,,,,True,structures/reference/19-P1.xyz
19-R2,esen-sm-direct-all-omol,ASE,-155.962812349680,,0.01247268,,,,True,structures/reference/19-R2.xyz
19-TS,esen-sm-direct-all-omol,ASE,-554.049143603788,,0.01250735,,,,True,structures/reference/19-TS.xyz
2-P1,esen-sm-direct-all-omol,ASE,-616.804972291205,,0.01278858,,,,True,structures/reference/2-P1.xyz
2-TS,esen-sm-direct-all-omol,ASE,-616.773328614544,,0.01274622,,,,True,structures/reference/2-TS.xyz
20-P1,esen-sm-direct-all-omol,ASE,-780.250473836464,,0.01264973,,,,True,structures/reference/20-P1.xyz
20-P2,esen-sm-direct-all-omol,ASE,-231.542245708564,,0.01492283,,,,True,structures/reference/20-P2.xyz
20-R1,esen-sm-direct-all-omol,ASE,-1011.790478179421,,0.01293601,,,,True,structures/reference/20-R1.xyz
20-TS,esen-sm-direct-all-omol,ASE,-1011.764625090433,,0.01281089,,,,True,structures/reference/20-TS.xyz
21-P1,esen-sm-direct-all-omol,ASE,-914.581229670219,,0.01277897,,,,True,structures/reference/21-P1.xyz
21-R1,esen-sm-direct-all-omol,ASE,-914.567182948017,,0.01269324,,,,True,structures/reference/21-R1.xyz
21-TS,esen-sm-direct-all-omol,ASE,-914.553363993095,,0.01275118,,,,True,structures/reference/21-TS.xyz
22-P1,esen-sm-direct-all-omol,ASE,-595.213699734259,,0.01294162,,,,True,structures/reference/22-P1.xyz
22-R1,esen-sm-direct-all-omol,ASE,-595.191476418859,,0.01275942,,,,True,structures/reference/22-R1.xyz
22-TS,esen-sm-direct-all-omol,ASE,-595.173208481251,,0.01312551,,,,True,structures/reference/22-TS.xyz
23-P1,esen-sm-direct-all-omol,ASE,-310.934874213408,,0.01329471,,,,True,structures/reference/23-P1.xyz
23-R1,esen-sm-direct-all-omol,ASE,-310.928866964761,,0.01301838,,,,True,structures/reference/23-R1.xyz
23-TS,esen-sm-direct-all-omol,ASE,-310.907527600492,,0.01288854,,,,True,structures/reference/23-TS.xyz
24-P1,esen-sm-direct-all-omol,ASE,-463.390292204368,,0.01322023,,,,True,structures/reference/24-P1.xyz
24-R1,esen-sm-direct-all-omol,ASE,-463.376110708301,,0.01395101,,,,True,structures/reference/24-R1.xyz
24-TS,esen-sm-direct-all-omol,ASE,-463.364319486965,,0.01346228,,,,True,structures/reference/24-TS.xyz
25-P1,esen-sm-direct-all-omol,ASE,-385.441105557051,,0.01279590,,,,True,structures/reference/25-P1.xyz
25-R1,esen-sm-direct-all-omol,ASE,-384.770659941463,,0.01277887,,,,True,structures/reference/25-R1.xyz
25-R2,esen-sm-direct-all-omol,ASE,-40.491097843400,,0.01259269,,,,True,structures/reference/25-R2.xyz
25-TS,esen-sm-direct-all-omol,ASE,-425.233803371362,,0.01280730,,,,True,structures/reference/25-TS.xyz
26-P2,esen-sm-direct-all-omol,ASE,-115.048089444237,,0.01252058,,,,True,structures/reference/26-P2.xyz
26-R2,esen-sm-direct-all-omol,ASE,-115.717002096122,,0.01268719,,,,True,structures/reference/26-R2.xyz
26-TS,esen-sm-direct-all-omol,ASE,-500.464875512812,,0.01281294,,,,True,structures/reference/26-TS.xyz
27-P1,esen-sm-direct-all-omol,ASE,-75.742430506131,,0.01242432,,,,True,structures/reference/27-P1.xyz
27-P2,esen-sm-direct-all-omol,ASE,-549.228367166190,,0.01239432,,,,True,structures/reference/27-P2.xyz
27-R1,esen-sm-direct-all-omol,ASE,-548.545666285141,,0.01267847,,,,True,structures/reference/27-R1.xyz
27-R2,esen-sm-direct-all-omol,ASE,-76.433597344945,,0.01234615,,,,True,structures/reference/27-R2.xyz
27-TS,esen-sm-direct-all-omol,ASE,-624.963031081316,,0.01252283,,,,True,structures/reference/27-TS.xyz
28-TS,esen-sm-direct-all-omol,ASE,-589.024019501292,,0.01241909,,,,True,structures/reference/28-TS.xyz
29-P1,esen-sm-direct-all-omol,ASE,-157.744892648027,,0.01262679,,,,True,structures/reference/29-P1.xyz
29-R1,esen-sm-direct-all-omol,ASE,-158.403132255750,,0.01266996,,,,True,structures/reference/29-R1.xyz
29-TS,esen-sm-direct-all-omol,ASE,-706.943099318770,,0.01273254,,,,True,structures/reference/29-TS.xyz
3-P1,esen-sm-direct-all-omol,ASE,-834.252578776907,,0.01305350,,,,True,structures/reference/3-P1.xyz
3-R1,esen-sm-direct-all-omol,ASE,-834.231344774546,,0.01315800,,,,True,structures/reference/3-R1.xyz
3-TS,esen-sm-direct-all-omol,ASE,-834.205871152020,,0.01342240,,,,True,structures/reference/3-TS.xyz
30-P1,esen-sm-direct-all-omol,ASE,-117.231215530683,,0.01277225,,,,True,structures/reference/30-P1.xyz
30-R1,esen-sm-direct-all-omol,ASE,-117.875490278879,,0.01296654,,,,True,structures/reference/30-R1.xyz
30-TS,esen-sm-direct-all-omol,ASE,-666.411655092882,,0.01253146,,,,True,structures/reference/30-TS.xyz
31-P1,esen-sm-direct-all-omol,ASE,-754.137929416633,,0.01284990,,,,True,structures/reference/31-P1.xyz
31-R1,esen-sm-direct-all-omol,ASE,-754.118786852862,,0.01297154,,,,True,structures/reference/31-R1.xyz
31-TS,esen-sm-direct-all-omol,ASE,-754.109306617804,,0.01291260,,,,True,structures/reference/31-TS.xyz
32-P1,esen-sm-direct-all-omol,ASE,-562.378378125536,,0.01275428,,,,True,structures/reference/32-P1.xyz
32-R1,esen-sm-direct-all-omol,ASE,-562.363998311237,,0.01289079,,,,True,structures/reference/32-R1.xyz
32-TS,esen-sm-direct-all-omol,ASE,-562.352791936360,,0.01301399,,,,True,structures/reference/32-TS.xyz
33-P1,esen-sm-direct-all-omol,ASE,-679.067463580561,,0.01325262,,,,True,structures/reference/33-P1.xyz
33-R1,esen-sm-direct-all-omol,ASE,-679.057622403569,,0.01301511,,,,True,structures/reference/33-R1.xyz
33-TS,esen-sm-direct-all-omol,ASE,-679.045176847627,,0.01290640,,,,True,structures/reference/33-TS.xyz
34-P1,esen-sm-direct-all-omol,ASE,-1139.893751438462,,0.01268256,,,,True,structures/reference/34-P1.xyz
34-R1,esen-sm-direct-all-omol,ASE,-1139.883755657421,,0.01300037,,,,True,structures/reference/34-R1.xyz
34-TS,esen-sm-direct-all-omol,ASE,-1139.870522843428,,0.01293112,,,,True,structures/reference/34-TS.xyz
35-P1,esen-sm-direct-all-omol,ASE,-3253.715041836103,,0.01256046,,,,True,structures/reference/35-P1.xyz
35-R1,esen-sm-direct-all-omol,ASE,-3253.703383706844,,0.01280370,,,,True,structures/reference/35-R1.xyz
35-TS,esen-sm-direct-all-omol,ASE,-3253.692875240774,,0.01278608,,,,True,structures/reference/35-TS.xyz
36-P1,esen-sm-direct-all-omol,ASE,-1074.908532337657,,0.01276906,,,,True,structures/reference/36-P1.xyz
36-R1,esen-sm-direct-all-omol,ASE,-1074.883142766233,,0.01276597,,,,True,structures/reference/36-R1.xyz
36-TS,esen-sm-direct-all-omol,ASE,-1074.877134978611,,0.01290693,,,,True,structures/reference/36-TS.xyz
37-P1,esen-sm-direct-all-omol,ASE,-751.939338063609,,0.01296460,,,,True,structures/reference/37-P1.xyz
37-R1,esen-sm-direct-all-omol,ASE,-751.920605498351,,0.01539059,,,,True,structures/reference/37-R1.xyz
37-TS,esen-sm-direct-all-omol,ASE,-751.908601133971,,0.01328006,,,,True,structures/reference/37-TS.xyz
38-P1,esen-sm-direct-all-omol,ASE,-348.292249880787,,0.01516705,,,,True,structures/reference/38-P1.xyz
38-P2,esen-sm-direct-all-omol,ASE,-460.126132814017,,0.00078102,,,,True,structures/reference/38-P2.xyz
38-R1,esen-sm-direct-all-omol,ASE,-808.435280091917,,0.01297040,,,,True,structures/reference/38-R1.xyz
38-TS,esen-sm-direct-all-omol,ASE,-808.424691284714,,0.01335537,,,,True,structures/reference/38-TS.xyz
39-P2,esen-sm-direct-all-omol,ASE,-2573.968461835595,,0.00088656,,,,True,structures/reference/39-P2.xyz
39-R1,esen-sm-direct-all-omol,ASE,-2922.259963412537,,0.01384492,,,,True,structures/reference/39-R1.xyz
39-TS,esen-sm-direct-all-omol,ASE,-2922.258866633111,,0.01325152,,,,True,structures/reference/39-TS.xyz
